AGPR ID,Land Description,Address,Suburb,State or Territory,Postcode,Latitude,Longitude
AGPR6843,Block 13 Section 17 Division Yarralumla,Alexandrina Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.29877,149.11428
AGPR6842,Block 13 Section 87 Division Russell,Reg Saunders Way RUSSELL,RUSSELL,ACT,2600,-35.29649,149.15051
AGPR6841,Block 12 Section 4 Division O'Malley,17 Jindalee Crescent O'MALLEY,O'MALLEY,ACT,2606,-35.35197,149.1023
AGPR6839,Block 11 Section 4 Division O'Malley,19 Jindalee Crescent O'MALLEY,O'MALLEY,ACT,2606,-35.3518,149.10348
AGPR6836,Block 11 Section 48 Division Parkes,Rond Terrace PARKES,PARKES,ACT,2600,-35.29048,149.13801
AGPR6835,Block 10 Section 4 Division O'Malley,9 Dunoon Street O'MALLEY,O'MALLEY,ACT,2606,-35.3512,149.10301
AGPR6831,Block 10 Section 48 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.30017,149.14287
AGPR683,Lot 201  DP1091749,9 Slades Road WILLIAMTOWN,WILLIAMTOWN,NSW,2318,-32.7960203,151.8385092
AGPR6827,Block 9 Section 48 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.30012,149.14297
AGPR6825,Block 9 Section 4 Division Red Hill,95 Flinders Way RED HILL,RED HILL,ACT,2603,-35.32899,149.12408
AGPR6818,Block 8 Section 48 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.30005,149.14309
AGPR6817,Block 8 Section 47 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.2999,149.14357
AGPR6814,Block 8 Section 29 Division Parkes,Bowen Place PARKES,PARKES,ACT,2600,-35.30092,149.13898
AGPR6813,Block 8 Section 27 Division Parkes,PARKES,PARKES,ACT,2600,-35.29473,149.12967
AGPR6811,Block 7 Section 121 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.31139,149.08772
AGPR681,Lot 2  DP90208,85 Ewing Street MURWILLUMBAH,MURWILLUMBAH,NSW,2484,-28.323852,153.39563
AGPR6805,Block 7 Section 54 Division Parkes,PARKES,PARKES,ACT,2600,-35.28948,149.13295
AGPR6804,Block 7 Section 47 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.29981,149.14362
AGPR6802,Block 7 Section 28 Division Parkes,Parkes Place East PARKES,PARKES,ACT,2600,-35.30073,149.13448
AGPR6801,Block 7 Section 27 Division Parkes,Flynn Drive PARKES,PARKES,ACT,2600,-35.29481,149.12976
AGPR6800,Block 7 Section 2 Division Parkes,PARKES,PARKES,ACT,2600,-35.28818,149.13364
AGPR6794,Block 6 Section 54 Division Parkes,PARKES,PARKES,ACT,2600,-35.28926,149.13401
AGPR6793,Block 6 Section 47 Division Parkes,PARKES,PARKES,ACT,2600,-35.29624,149.144
AGPR6791,Block 6 Section 29 Division Parkes,Parkes Place East PARKES,PARKES,ACT,2600,-35.30026,149.13596
AGPR6790,Block 6 Section 27 Division Parkes,Queen Elizabeth Terrace PARKES,PARKES,ACT,2600,-35.29604,149.13294
AGPR6789,Block 6 Section 2 Division Parkes,PARKES,PARKES,ACT,2600,-35.28739,149.13174
AGPR6787,Block 5 Section 121 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.30826,149.07741
AGPR6786,Block 5 Section 87 Division Russell,Sir Thomas Blamey Square RUSSELL,RUSSELL,ACT,2600,-35.29735,149.15226
AGPR6782,Block 5 Section 80 Division Deakin,Denison Street DEAKIN,DEAKIN,ACT,2600,-35.32379,149.09037
AGPR6781,Block 5 Section 54 Division Parkes,PARKES,PARKES,ACT,2600,-35.29664,149.14179
AGPR6780,Block 5 Section 48 Division Parkes,Commonwealth Avenue PARKES,PARKES,ACT,2600,-35.29181,149.13873
AGPR6778,Block 5 Section 44 Division Parkes,Commonwealth Avenue PARKES,PARKES,ACT,2600,-35.29045,149.12773
AGPR6777,Block 5 Section 27 Division Parkes,Patrick White Terrace PARKES,PARKES,ACT,2600,-35.29755,149.1296
AGPR6775,Block 4 Section 121 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.30773,149.07954
AGPR6774,Block 4 Section 118 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.3062,149.08266
AGPR6772,Block 4 Section 89 Division Acton,ACTON,ACTON,ACT,2600,-35.29108,149.09828
AGPR6769,Block 4 Section 54 Division Parkes,PARKES,PARKES,ACT,2600,-35.29755,149.14197
AGPR6768,Block 4 Section 48 Division Parkes,Wendouree Drive PARKES,PARKES,ACT,2600,-35.29325,149.14154
AGPR6767,Block 4 Section 44 Division Parkes,Albert Street PARKES,PARKES,ACT,2600,-35.28984,149.12784
AGPR6766,Block 4 Section 39 Division Reid,ANZAC Parade REID,REID,ACT,2602,-35.28356,149.14574
AGPR6765,Block 4 Section 34 Division Parkes,Parkes Place West PARKES,PARKES,ACT,2600,-35.29993,149.12954
AGPR6764,Block 4 Section 22 Division Yarralumla,Fitzgerald Street YARRALUMLA,YARRALUMLA,ACT,2600,-35.30093,149.11005
AGPR6762,Block 3 Section 121 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.30569,149.08088
AGPR6760,Block 3 Section 118 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.30391,149.08184
AGPR6759,Block 3 Section 89 Division Acton,ACTON,ACTON,ACT,2600,-35.29015,149.11087
AGPR6754,Block 3 Section 54 Division Parkes,PARKES,PARKES,ACT,2600,-35.29871,149.14181
AGPR6753,Block 3 Section 52 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.29994,149.14438
AGPR6751,Block 3 Section 15 Division Barton,Sydney Avenue BARTON,BARTON,ACT,2600,-35.311046,149.131033
AGPR6750,Block 3 Section 2 Division Parkes,Regent Street PARKES,PARKES,ACT,2600,-35.28944,149.12825
AGPR6749,Block 3 Section 1 Division Barton,Brisbane Avenue BARTON,BARTON,ACT,2600,-35.307108,149.131807
AGPR6747,Block 2 Section 121 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.30762,149.08325
AGPR6746,Block 2 Section 118 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.30414,149.08155
AGPR6744,Block 2 Section 89 Division Acton,PARKES,PARKES,ACT,2600,-35.29426,149.10577
AGPR6741,Block 2 Section 85 Division Yarralumla,Wonia Street YARRALUMLA,YARRALUMLA,ACT,2600,-35.30746,149.11523
AGPR6737,Block 2 Section 60 Division Campbell,ANZAC Parade CAMPBELL,CAMPBELL,ACT,2612,-35.283709,149.146939
AGPR6736,Block 2 Section 56 Division Parkes,Reconciliation Place PARKES,PARKES,ACT,2600,-35.29828,149.13325
AGPR6735,Block 2 Section 55 Division Parkes,Queen Elizabeth Terrace PARKES,PARKES,ACT,2600,-35.29703,149.13226
AGPR6734,Block 2 Section 52 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.30028,149.14369
AGPR6733,Block 2 Section 44 Division Parkes,Albert Street PARKES,PARKES,ACT,2600,-35.29044,149.12785
AGPR6731,Block 2 Section 38 Division Barton,PARKES,PARKES,ACT,2600,-35.305164,149.145549
AGPR6725,Block 2 Section 2 Division Parkes,Albert Street PARKES,PARKES,ACT,2600,-35.28879,149.13111
AGPR6724,Block 1 Section 126 Division Yarralumla,Commonwealth Avenue YARRALUMLA,YARRALUMLA,ACT,2600,-35.2954,149.11226
AGPR6723,Block 1 Section 125 Division Yarralumla,Dunrossil Drive YARRALUMLA,YARRALUMLA,ACT,2600,-35.30933,149.08688
AGPR6721,Block 1 Section 89 Division Acton,PARKES,PARKES,ACT,2600,-35.29308,149.10818
AGPR6719,Block 1 Section 81 Division Fyshwick,Dairy Flat Road FYSHWICK,FYSHWICK,ACT,2609,-35.303815,149.156298
AGPR6717,Block 1 Section 59 Division Parkes,Parkes Place East PARKES,PARKES,ACT,2600,-35.30152,149.13249
AGPR6716,Block 1 Section 58 Division Parkes,19 King George Terrace PARKES,PARKES,ACT,2600,-35.30064,149.13113
AGPR6715,Block 1 Section 57 Division Parkes,20 Parkes Place West PARKES,PARKES,ACT,2600,-35.29834,149.13106
AGPR6714,Block 1 Section 54 Division Parkes,PARKES,PARKES,ACT,2600,-35.29527,149.13652
AGPR6713,Block 1 Section 52 Division Parkes,Kings Avenue PARKES,PARKES,ACT,2600,-35.3006,149.14291
AGPR6712,Block 1 Section 50 Division Parkes,Queen Victoria Terrace PARKES,PARKES,ACT,2600,-35.30309,149.12887
AGPR6710,Block 1 Section 45 Division Parkes,Regatta Place PARKES,PARKES,ACT,2600,-35.28913,149.12921
AGPR671,Lot 1  DP712914,74 Auburn Street GOULBURN,GOULBURN,NSW,2580,-34.75877902,149.7142059
AGPR6708,Block 1 Section 44 Division Parkes,Albert Street PARKES,PARKES,ACT,2600,-35.29041,149.12805
AGPR6706,Block 1 Section 43 Division Parkes,Parliament Square PARKES,PARKES,ACT,2600,-35.30288,149.12915
AGPR6705,Block 1 Section 42 Division Parkes,King George Terrace PARKES,PARKES,ACT,2600,-35.30175,149.13015
AGPR6704,Block 1 Section 41 Division Reid,Constitution Avenue REID,REID,ACT,2603,-35.28688,149.14267
AGPR6703,Block 1 Section 40 Division Parkes,Parliament Square PARKES,PARKES,ACT,2600,-35.30336,149.13136
AGPR6702,Block 1 Section 38 Division Parkes,Parliament Square PARKES,PARKES,ACT,2600,-35.30133,149.1279
AGPR6701,Block 1 Section 37 Division Parkes,Parkes Place West PARKES,PARKES,ACT,2600,-35.2996,149.12789
AGPR6700,Block 1 Section 28 Division Parkes,Parkes Place East PARKES,PARKES,ACT,2600,-35.29887,149.13667
AGPR670,Lot 1  DP203045,72 Duke Street GRAFTON,GRAFTON,NSW,2460,-29.68791607,152.9389235
AGPR6699,Block 1 Section 25 Division Parkes,Langdon Crescent PARKES,PARKES,ACT,2600,-35.29816,149.12681
AGPR6698,Block 1 Section 24 Division Parkes,Langdon Crescent PARKES,PARKES,ACT,2600,-35.30014,149.12644
AGPR6697,Block 1 Section 22 Division Parkes,Queen Victoria Terrace PARKES,PARKES,ACT,2600,-35.30418,149.13313
AGPR6696,Block 1 Section 21 Division Parkes,Dorothy Tagney Place PARKES,PARKES,ACT,2600,-35.30331,149.13525
AGPR6695,Block 1 Section 7 Division Capital Hill,State Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.30485,149.1231
AGPR6693,Block 1 Section 1 Division Campbell,ANZAC Parade CAMPBELL,CAMPBELL,ACT,2612,-35.28753,149.14349
AGPR6692,Block 78 District Kowen,KOWEN,KOWEN,ACT,2620,-35.28652,149.29951
AGPR6691,Block 62 District Kowen,Kings Highway KOWEN,KOWEN,ACT,2620,-35.31245,149.36337
AGPR6690,Block 3 Section 65 Division of Deakin District of Canberra Central ,Denison Street DEAKIN,DEAKIN,ACT,2600,-35.317409,149.09385
AGPR669,Lot 2  DP882144,71-83 Thornbury Street PARKES,PARKES,NSW,2870,-33.14413885,148.1885258
AGPR6689,Block 17 Section 3 Division Deakin,5 Adelaide Avenue DEAKIN,DEAKIN,ACT,2600,-35.31133,149.11736
AGPR6687,Block 622 Section 0 Division of Majura District of Majura ,Majura Road MAJURA,MAJURA,ACT,2609,-35.2449,149.19392
AGPR666,Lot 1  DP774880,670 Swan Bay Road SWAN BAY,SWAN BAY,NSW,2324,-32.7043681,151.9354252
AGPR6652,Lot 1 Plan TP512008R ,Turnbull-Woolamai Road WOOLAMAI,WOOLAMAI,VIC,3995,-38.48267069,145.545105
AGPR6651,Lot 1 Plan TP683784K ,109 Angelino Road NARRAWONG,NARRAWONG,VIC,3285,-38.21600081,141.7033425
AGPR6650,Lot 1 Plan TP888705R ,SUNSHINE,SUNSHINE,VIC,3020,-37.78779342,144.8480203
AGPR6649,Plan PS443726E ,Andrea Street ST ALBANS,ST ALBANS,VIC,3021,-37.74892765,144.7957997
AGPR6648,Lot 1 Plan TP320309V ,Fish Point Road FISH POINT,FISH POINT,VIC,3585,-35.43545485,143.7288979
AGPR6647,Lot 1 Plan TP952339K ,Elizabeth Street PRESTON,PRESTON,VIC,3072,-37.73358105,144.9839207
AGPR6645,Lot 1 Plan TP587481Q ,Berrie Rd Road GISBORNE SOUTH,GISBORNE SOUTH,VIC,3437,-37.54727573,144.6426049
AGPR6639,Lot 1 Plan TP897911M ,25 Mayfield Grove ALTONA MEADOWS,ALTONA MEADOWS,VIC,3028,-37.87044701,144.7582701
AGPR6637,Lot 1 Plan TP946536S ,112A Armstrong Street BALLARAT CENTRAL,BALLARAT CENTRAL,VIC,3350,-37.56463462,143.8550179
AGPR663,Lot 32  DP6662,64 Warrendine Street ORANGE,ORANGE,NSW,2800,-33.29069261,149.0956194
AGPR6622,Lot 1 Plan RP 145419 ,Isis Highway BAN BAN SPRINGS,BAN BAN SPRINGS,QLD,4625,-25.67891295,151.8166618
AGPR6619,Lot 283 Plan RP 723525 ,36 Hutchins Street HEATLEY,HEATLEY,QLD,4814,-19.28425097,146.7552467
AGPR6618,Lot 294 Plan RP 724743 ,31 Wilkie Street HEATLEY,HEATLEY,QLD,4814,-19.28457817,146.755002
AGPR6616,Lot 296 Plan RP 724743 ,29 Wilkie Street HEATLEY,HEATLEY,QLD,4814,-19.28467303,146.7552048
AGPR6613,Lot 14 on RP836084,14 London Street ASHGROVE,ASHGROVE,QLD,4060,-27.44230911,152.9682777
AGPR661,Lot 3  DP1081469,63A Swan Bay Road SWAN BAY,SWAN BAY,NSW,2324,-32.69496167,151.9205864
AGPR6607,Lot 02317 Town of Alice Springs plan OP 1325,15 Wilkinson Street CICCONE,CICCONE,NT,870,-23.7003021,133.8700384
AGPR6603,NT Portion  03686 plan CP4953,1120 Victoria Highway BRADSHAW,BRADSHAW,NT,852,-15.1545358,130.3532156
AGPR6602,Lot 03952 Town of Sanderson plan s79/149A,Vanderlin Drive HOLMES,HOLMES,NT,812,-12.37855097,130.9251449
AGPR6600,Lot 05994 Town of Palmerston plan S  96/276,68 University Avenue DURACK,DURACK,NT,830,-12.47931518,130.9766396
AGPR660,Lot 12  DP1050240,60 Palmer Street DUBBO,DUBBO,NSW,2830,-32.26266169,148.616856
AGPR6594,Portion 02780 Hundred of Bagot plan S  82/267,590 Thorngate Road SHOAL BAY,SHOAL BAY,NT,830,-12.41304321,130.9847722
AGPR6593,Section 04457 Hundred of Bagot plan LTO93/073,455 Thorngate Road HOLTZE,HOLTZE,NT,829,-12.43020281,130.9758283
AGPR6583,NT Portion  01502 plan S  74/123,1980 Tanami Road BURT PLAIN,BURT PLAIN,NT,872,-23.51505948,133.6759607
AGPR6572,NT Portion  02834 plan S  87/170,Stuart Highway TINDAL,TINDAL,NT,853,-14.51496439,132.3853684
AGPR6571,Section 03305 Hundred of Bagot plan S  89/193B,620 Stuart Highway COONAWARRA,COONAWARRA,NT,820,-12.43433192,130.9088575
AGPR6570,Section 05730 Hundred of Bagot plan L2004/063 ,405 Stuart Highway EATON,EATON,NT,820,-12.41420648,130.882381
AGPR6569,Portion 01609 Hundred of Bagot plan A  000525,383 Stuart Highway WINNELLIE,WINNELLIE,NT,820,-12.42540779,130.8666712
AGPR6563,Portion 02195 Hundred of Bagot plan S  78/036,430 Stevens Road MICKET CREEK,MICKET CREEK,NT,822,-12.40680407,130.9554667
AGPR6548,Lot 01036 Town of Tennant Creek plan S  72/059,59 Standley Street TENNANT CREEK,TENNANT CREEK,NT,860,-19.65389117,134.1815346
AGPR6547,Lot 01037 Town of Tennant Creek plan S  72/059,55 Standley Street TENNANT CREEK,TENNANT CREEK,NT,860,-19.65399033,134.181956
AGPR654,Lot 1 Plan DP556626 ,570 Parma Road PARMA,PARMA,NSW,2540,-34.94934979,150.5513472
AGPR6534,Lot 07738 Town of Alice Springs plan S  90/075,19 Schwarz Crescent STUART,STUART,NT,870,-23.69181269,133.8836408
AGPR6519,NT Portion  00429 plan S  80/149,Rogervale Drive CONNELLAN,CONNELLAN,NT,873,-23.80416962,133.8963097
AGPR6496,NT Portion  03260 plan S  86/252A,RAAF Radar Road VENN,VENN,NT,852,-14.57610012,132.6364914
AGPR6489,NT Portion  01503 plan S  74/124,9399 Plenty Highway ANMATJERE,ANMATJERE,NT,872,-22.96312745,134.4439773
AGPR6481,NT Portion  00838 plan A  000379,Old Cooinda Road KAKADU,KAKADU,NT,822,-12.90660861,132.5322266
AGPR6422,Lot 1 Plan DP1135704 ,25P Sibbick Street RUSSELL LEA,RUSSELL LEA,NSW,2046,-33.8595074,151.1379038
AGPR640,Lot 1 Plan 546514,61 Knoble Road WIRLINGA,WIRLINGA,NSW,2640,-36.05717891,147.0275977
AGPR639,Lot 94  DP840347,51 Balls Head Road WAVERTON,WAVERTON,NSW,2060,-33.84084178,151.1957203
AGPR629,Lot 1  DP880525,49 Petersham Road LEETON,LEETON,NSW,2705,-34.56709706,146.4136753
AGPR628,Lot 1  DP90691,49 Lachlan Street SOUTH KEMPSEY,SOUTH KEMPSEY,NSW,2440,-31.09568287,152.838219
AGPR627,Lot 1  DP135368,49 East Street LIDCOMBE,LIDCOMBE,NSW,2141,-33.87012028,151.0458247
AGPR626,Lot 1  DP827532,48A South Creek Road DEE WHY,DEE WHY,NSW,2099,-33.74154329,151.2927496
AGPR617,Lot 1  DP817695,40 Wharf Road NEWCASTLE EAST,NEWCASTLE EAST,NSW,2300,-32.92359596,151.7902522
AGPR6156,Lot 00086 Town of Adelaide River plan OP 001209,105 Memorial Terrace ADELAIDE RIVER,ADELAIDE RIVER,NT,846,-13.23074233,131.1142218
AGPR6154,Section 02986 Hundred of Bagot plan S  83/142D,1275 Mcmillans Road KNUCKEY LAGOON,KNUCKEY LAGOON,NT,828,-12.44240649,130.9612335
AGPR6153,Lot 00355 Town of Borroloola plan TBK01/038,14 Mcintyre Street BORROLOOLA,BORROLOOLA,NT,854,-16.07097003,136.3044342
AGPR6152,Unit  132 Lot 06379 Town of Darwin plan UP 94/062,50 Marina Boulevard LARRAKEYAH,LARRAKEYAH,NT,820,-12.45156335,130.8236166
AGPR614,Lot 1  DP440625,40 Beach Street KOGARAH,KOGARAH,NSW,2217,-33.95929524,151.1420416
AGPR6139,Section 02732 Hundred of Hughes plan S  79/143,Litchfield Park Road CHARLOTTE,CHARLOTTE,NT,822,-12.81509311,130.7926901
AGPR601,Lot 1021  DP1055066,405A Brunker Road ADAMSTOWN,ADAMSTOWN,NSW,2289,-32.94328891,151.7255911
AGPR599,Lot 1627  DP752011,34A Moore Park Road PADDINGTON,PADDINGTON,NSW,2021,-33.88671324,151.2221154
AGPR598,Lot 1  DP90645,347 Brookfield Avenue BROKEN HILL,BROKEN HILL,NSW,2880,-31.95711617,141.4379085
AGPR5972,NT Portion  00895 plan A  000419,Kakadu Highway KAKADU,KAKADU,NT,822,-12.95024642,132.5570345
AGPR5959,Lot 00998 Town of Tennant Creek plan B  000076,Udall Road TENNANT CREEK,TENNANT CREEK,NT,860,-19.63341298,134.1820046
AGPR5949,Section 05623 Hundred of Bagot plan LTO2003/052,145 Howard Springs Road HOWARD SPRINGS,HOWARD SPRINGS,NT,835,-12.47860216,131.0211967
AGPR5930,Section 05729 Hundred of Bagot plan L2004/064 ,40 Henry Wrigley Drive EATON,EATON,NT,820,-12.40596304,130.8755901
AGPR5922,NT Portion  04130 plan LTO91/006,1000 Hatt Road HUGH,HUGH,NT,872,-23.80074436,133.7274549
AGPR5907,Section 04204 Hundred of Strangways plan S  98/181,90 Girraween Road MCMINNS LAGOON,MCMINNS LAGOON,NT,822,-12.52949824,131.0556464
AGPR5905,Unit  5 Lot 00597 Town of Alice Springs plan U2009/049,2 Giles Street EAST SIDE,EAST SIDE,NT,870,-23.69204333,133.8863966
AGPR5904,Lot 01659 Town of Alice Springs plan A  000213,15 George Crescent CICCONE,CICCONE,NT,870,-23.69909489,133.8743462
AGPR5903,Lot 00820 Town of Borroloola plan S2004/217,8 Garawa Street BORROLOOLA,BORROLOOLA,NT,854,-16.0532563,136.3052987
AGPR5900,Lot 05231 Town of Darwin plan S  78/019,2 Frances Bay Drive DARWIN CITY,DARWIN CITY,NT,800,-12.46442511,130.8486972
AGPR5899,NT Portion  03251 plan S  85/256,1 Fox Road VENN,VENN,NT,852,-14.51137521,132.445256
AGPR5807,Block 3 Section 6 Division Capital Hill,Capital Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.310995,149.127264
AGPR5806,Block 2 Section 6 Division Capital Hill,Capital Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.310746,149.127752
AGPR5805,Block 2 Section 5 Division Capital Hill,Capital Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.311723,149.123592
AGPR5804,Block 2 Section 3 Division Capital Hill,Capital Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.306114,149.12816
AGPR5803,Block 1 Section 9 Division Capital Hill,Capital Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.31069,149.121275
AGPR5802,Block 1 Section 4 Division Capital Hill,Capital Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.307471,149.128879
AGPR5801,Block 1 Section 2 Division Capital Hill,Capital Circle CAPITAL HILL,CAPITAL HILL,ACT,2600,-35.30575,149.12138
AGPR5792,Lot 1 on SP144588,PINE ISLET,PINE ISLET,QLD,4704,-21.654749,150.221418
AGPR5788,Lot 3 on SP142787,LADY ELLIOT ISLAND,LADY ELLIOT ISLAND,QLD,4805,-24.11520601,152.7131058
AGPR5787,Lot 2 on SP142787,LADY ELLIOT ISLAND,LADY ELLIOT ISLAND,QLD,4805,-24.11272448,152.7154799
AGPR5786,Lot 1 on SP142787,LADY ELLIOT ISLAND,LADY ELLIOT ISLAND,QLD,4805,-24.11480517,152.7118838
AGPR5780,Lot 383 on SR874,LOW ISLES,LOW ISLES,QLD,4873,-16.384472,145.55976
AGPR578,Lot 323  DP571103,319 Oakley Lane SINGLETON MILITARY AREA,SINGLETON MILITARY AREA,NSW,2331,-32.74658466,151.1550587
AGPR5779,Lot 284 on SL8055,108A Aitcheson Street MOGGILL,MOGGILL,QLD,4070,-27.58624515,152.8577251
AGPR5778,Lot 890 on SL12406,100 Taylor Street BULIMBA,BULIMBA,QLD,4171,-27.44507512,153.0696172
AGPR5776,Lot 2 on SH1,CLERKE ISLAND,CLERKE ISLAND,QLD,4874,-11.974609,143.290385
AGPR5775,Lot 1 on SD2,HANNAH ISLAND,HANNAH ISLAND,QLD,4892,-13.863321,143.716302
AGPR5772,Lot 12 on RP898338,ALBANY ROCK REEF,ALBANY ROCK REEF,QLD,4876,-10.719455,142.629756
AGPR5771,Lot 11 on RP898338,ALBANY ROCK REEF,ALBANY ROCK REEF,QLD,4876,-10.719065,142.629241
AGPR5770,CA 6 Parish of Tarrawarra North,1017 Myers Road TOOLANGI,TOOLANGI,VIC,3777,-37.56958473,145.4904586
AGPR5769,Lot 150 on RP607999,Goonndoon Street GLADSTONE,GLADSTONE,QLD,4680,-23.85541352,151.262801
AGPR5767,Lot 136 on RP607346,257 Goodoon Street SOUTH GLADSTONE,SOUTH GLADSTONE,QLD,4680,-23.85511785,151.2626453
AGPR5755,Lot 500 P006210 ,Corner Alderbury and Selby Street JOLIMONT,JOLIMONT,WA,6014,-31.94587864,115.7986047
AGPR575,Lot 211  DP1073391,3 Suakin Street PYMBLE,PYMBLE,NSW,2073,-33.74935531,151.1437402
AGPR5744,Lot RES2 of Plan LP141202,51 Templeton Street WANTIRNA,WANTIRNA,VIC,3152,-37.86164333,145.2262707
AGPR5728,Block 3 Section 28 Division Pialligo,Pialligo Avenue PIALLIGO,PIALLIGO,ACT,2609,-35.32216,149.19436
AGPR5726,Lot 3043 P046730 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42823764,105.6733004
AGPR5725,Lot 3004 P042349 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4263515,105.6738512
AGPR572,Lot 1  DP534820,299 Kapooka Drive KAPOOKA,KAPOOKA,NSW,2661,-35.15203487,147.2749448
AGPR566,Lot 2  DP1037078,272 Kissing Point Road ERMINGTON,ERMINGTON,NSW,2115,-33.7998904,151.0580015
AGPR5578,Lot 16 P163352 ,Great Northern Highway PORT HEDLAND,PORT HEDLAND,WA,6721,-20.38580207,118.6355577
AGPR5563,Lot 431 P004683 ,Dunreath Drive REDCLIFFE,REDCLIFFE,WA,6104,-31.9435634,115.972947
AGPR5538,Lot 127 P226009 ,Karel Avenue JANDAKOT,JANDAKOT,WA,6164,-32.10478504,115.8851139
AGPR5516,Lot 144 P162673 ,Derby Highway DERBY AIRPORT,DERBY AIRPORT,WA,6728,-17.37429484,123.6686105
AGPR5514,Lot 108 P218313 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19245087,96.83211765
AGPR5513,Lot 110 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19220845,96.83164891
AGPR5512,Lot 111 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19196224,96.83150716
AGPR5511,Lot 114 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19132276,96.83106559
AGPR5510,Lot 116 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19090515,96.8307559
AGPR5509,Lot 119 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19026827,96.8303183
AGPR5508,Lot 141 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18973423,96.83022388
AGPR5507,Lot 221 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19042693,96.83006334
AGPR5506,Lot 337 P027316 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1897837,96.82998588
AGPR5505,Lot 336 P027316 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18948963,96.82977948
AGPR5504,Lot 182 P218319 ,William Keeling Crescent COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18916435,96.82916566
AGPR5503,Lot 332 P194602 ,COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18622092,96.85525547
AGPR5502,Lot 331 P194602 ,COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.16814099,96.85037986
AGPR5501,Lot 126 P218313 ,Qantas Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19373968,96.83279583
AGPR5500,Lot 125 P218313 ,Qantas Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19347528,96.83278221
AGPR5499,Lot 104 P218313 ,Qantas Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19352605,96.83239386
AGPR5498,Lot 103 P218313 ,Qantas Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19332645,96.83220558
AGPR5497,Lot 102 P218313 ,Qantas Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19308749,96.83204745
AGPR5496,Lot 167 P218316 ,Qantas Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1928964,96.83163511
